year,native_wage,migrant_wage,native_wage_skill_0,native_employment_skill_0,native_wage_skill_1,native_employment_skill_1,native_wage_skill_2,native_employment_skill_2,native_employment,migrant_employment,unemployment_rate,vacancy_rate,firm_count,output_per_capita,avg_productivity,firm_entry_stock,price_index,profit_rate,seed,native_wage_index_change_pct,native_wage_change_pct,native_wage_change_short_index
10,0.7866175554149303,0.5674710506236407,0.6654575332862147,0.9293948126801153,0.7785702772732653,0.9362880886426593,0.9025512229555505,0.9196428571428571,0.9281818181818182,0.8776470588235294,0.08,0.6612995472653713,366,0.6560369689679082,1.020188880050267,366,0.8909537458076261,-2.728751277799556,0,1.2650789793010189,1.2259286301032004,1.2650789793010189
11,0.7934327505959925,0.567442196294048,0.6766685844290302,0.9221902017291066,0.7875437940654564,0.945983379501385,0.9023556048936577,0.9221938775510204,0.93,0.9176470588235294,0.072,0.8008473128259449,358,0.6978589368009293,1.0219717901861367,358,0.8816361602600421,-2.7480709392150167,0,2.2196086944901485,2.1029424422784544,2.2196086944901485
12,0.797956378000545,0.5690009004400992,0.6837942441784225,0.9380403458213257,0.7945851660117152,0.9529085872576177,0.9036652648509126,0.9247448979591837,0.9381818181818182,0.9294117647058824,0.06323809523809523,0.8388352798703272,353,0.7344715566498474,1.021978627649557,353,0.8724143723853538,-2.714893120114449,0,2.937621573585553,2.6850657138101552,2.937621573585553
13,0.8013894976214142,0.5686113276832613,0.6895620781126938,0.9322766570605188,0.797570171933463,0.9529085872576177,0.9049530839411001,0.923469387755102,0.9359090909090909,0.9270588235294117,0.06552380952380953,0.860183811098084,351,0.7711386647986166,1.022577316462209,351,0.8633395435765332,-2.5860697685911145,0,3.4093723735113604,3.1268569239458137,3.4093723735113604
14,0.8058953553504972,0.574754181230102,0.6945328824986071,0.9279538904899135,0.8019328501926924,0.9182825484764543,0.9088656786693914,0.9209183673469388,0.9222727272727272,0.9364705882352942,0.07542857142857143,0.8405141789013213,345,0.7940242464468024,1.0237462714178132,345,0.8543107835819488,-2.5301871630542583,0,3.9976941252869023,3.7066935036938453,3.9976941252869023
15,0.808262382330924,0.5733197007584998,0.6980188039613491,0.9265129682997119,0.8071319122877079,0.9293628808864266,0.9084654121080352,0.9119897959183674,0.9222727272727272,0.9458823529411765,0.0739047619047619,0.8549815531114476,345,0.8236748561995313,1.0243384386497962,345,0.84537187964706,-2.460807430446123,0,4.386509711393788,4.011294516647113,4.386509711393788
16,0.8106470172610316,0.5748550751774176,0.7028509022994184,0.9193083573487032,0.8096677768304632,0.9307479224376731,0.9087147727904823,0.9030612244897959,0.9172727272727272,0.9317647058823529,0.08038095238095239,0.8534052621532104,344,0.8411392003730905,1.0238145610878802,344,0.8365272744795041,-2.419492197936087,0,4.752466695888986,4.318161409690964,4.752466695888986
17,0.8154137853121161,0.579937727284877,0.7088257451219643,0.9048991354466859,0.8149454470042156,0.9349030470914127,0.9114900961653276,0.8928571428571429,0.9104545454545454,0.9058823529411765,0.09028571428571429,0.8523050587639958,339,0.8525427684547744,1.02685149026545,339,0.8275640169443379,-2.392440750069711,0,5.389553391562156,4.9315732503163705,5.389553391562156
18,0.8175391219493604,0.5806516948625761,0.7129658273142628,0.8976945244956772,0.81729918542208,0.925207756232687,0.9124656338067576,0.8775510204081632,0.8995454545454545,0.8870588235294118,0.10247619047619047,0.846900849414035,335,0.8643540797458749,1.0275901632203388,335,0.8189055854285396,-2.3326315691686346,0,5.739238479506059,5.205072326551907,5.739238479506059
19,0.8209042144938915,0.5818260834441308,0.7184277586572099,0.8861671469740634,0.8202333397241189,0.909972299168975,0.9154851162275721,0.8558673469387755,0.8831818181818182,0.8847058823529412,0.11657142857142858,0.8394058157186807,330,0.8787855543157252,1.0266695159427108,330,0.8103379155741097,-2.2307609047279664,0,6.25743674460984,5.638109468173693,6.25743674460984
20,0.8230311758619457,0.5819980041566887,0.7254428387344365,0.8631123919308358,0.8221423084030596,0.9141274238227147,0.911417502901231,0.8520408163265306,0.8759090909090909,0.8729411764705882,0.12457142857142857,0.8150322598006752,327,0.9088964020411546,1.0287917468639798,327,0.8018595865351568,-2.0665256240347194,0,6.547349832755156,5.9118176229936985,6.547349832755156
21,0.8242471398045913,0.5802450098114618,0.7295258403440188,0.8573487031700289,0.8243642377599706,0.9155124653739612,0.9086276067169378,0.8507653061224489,0.8740909090909091,0.8564705882352941,0.12876190476190477,0.8239984963332225,326,0.9411173326439831,1.0301816202925196,326,0.7934696530681937,-1.921077496283341,0,6.748655044692552,6.0682940179428195,6.748655044692552
0,0.7282825262268543,0.5217939813411185,0.5801883684144388,0.975443383356071,0.7285473989043287,0.978386167146974,0.8666430946664775,0.9883570504527813,0.980909090909091,0.9833333333333333,0.0188,0.779816767068273,415,0.32112545677490506,1.005110372303996,415,0.989536707125,-2.1723302792735804,1,,,
1,0.7304078340516951,0.5247316076819487,0.5838230215980299,0.975443383356071,0.7324459829064397,0.9812680115273775,0.8659519513967664,0.9870633893919794,0.9813636363636363,0.9733333333333334,0.0196,1.0406355686588764,408,0.3591293038465115,1.0053998411518106,408,0.9791828947477884,-2.3666511167587965,1,,,
2,0.7338842627735882,0.5259026012384282,0.5906882786634313,0.9809004092769441,0.736439022669502,0.9452449567723343,0.8685677602250286,0.9728331177231565,0.9668181818181818,0.97,0.0328,0.9926510381269151,399,0.40574616093856064,1.0067101435141315,399,0.9689374173418521,-2.424193079780848,1,,,
3,0.7407289360484134,0.5303743141838985,0.5980452702816333,0.9536152796725784,0.742484244165214,0.9668587896253602,0.872315145160037,0.9689521345407504,0.9631818181818181,0.9566666666666667,0.0376,0.9657683343423387,389,0.4454636885282512,1.0081686555001614,389,0.9587991413666581,-2.522163785108297,1,,,
4,0.7458658733005812,0.5391361273493722,0.6042988480001945,0.9740791268758526,0.750534760341853,0.9740634005763689,0.8753932389415551,0.9780077619663649,0.9754545454545455,0.9733333333333334,0.0248,0.9382556881383982,384,0.4890799833248083,1.0087667747358342,384,0.9487669451422408,-2.614093976736735,1,,,
5,0.7512242271173735,0.5396032419897476,0.6132708218082571,0.9645293315143247,0.7556631669440144,0.9740634005763689,0.8784548250053085,0.9611901681759379,0.9663636363636363,0.98,0.032,0.9613121340713734,377,0.5212074805557618,1.0084146949242543,377,0.9388397187250985,-2.675485474933711,1,,,
6,0.7576871605647664,0.5433673084339656,0.6216489321708036,0.9590723055934516,0.7610333717007316,0.9610951008645533,0.882058600955268,0.9715394566623544,0.9640909090909091,0.97,0.0352,0.9595539567287714,369,0.5549679915569752,1.009492721076348,369,0.9290163637853953,-2.7273802933038875,1,,,
7,0.7627832265787683,0.5531816509929145,0.6309201425349173,0.9686221009549796,0.7652594628711064,0.9870317002881844,0.8856797076093599,0.9676584734799483,0.9740909090909091,0.97,0.0264,0.9477263781702787,367,0.5892800794981263,1.010734084190316,367,0.9192957934854411,-2.751982183389705,1,,,
8,0.7686630875746,0.5545099654748864,0.6398203731538239,0.9713506139154161,0.7713699372029106,0.9755043227665706,0.8886944299901224,0.9689521345407504,0.9718181818181818,0.9733333333333334,0.028,0.9513448974491718,364,0.6210116575174206,1.0118864412806392,364,0.9096769323594477,-2.738860794111793,1,,,
