mechanism_level,treatment,seed,native_wage_short,native_wage_medium,native_wage_long,native_employment_short,native_employment_long,unemployment_short,output_long,vacancy_short,firm_count_long,native_wage_skill_0_short,native_wage_skill_1_short,native_wage_skill_2_short,native_wage_change_short,native_wage_change_long
0,shock_5pct_balanced,0,0.7274469027676714,0.7225287695161838,0.7192624772054678,0.44075757575757574,0.2627272727272727,0.5787936507936507,0.09417174697222132,0.9976190476190476,420.0,0.5826413649164369,0.7300478418079189,0.8708078184881338,-0.4118087988285248,-1.4838729795037224
0,shock_5pct_balanced,1,0.7251458138997212,0.7245268315641431,0.7178297444125669,0.43136363636363634,0.2695454545454546,0.5867936507936508,0.09767785843663447,0.9978835978835979,420.0,0.5770693182870451,0.7266233645001184,0.8711360418997381,-0.5263165286968647,-0.7580039898528087
0,shock_5pct_balanced,2,0.7276047986288156,0.7271013957742335,0.7251914562348727,0.44166666666666665,0.25579545454545455,0.5771428571428571,0.09210448847352247,0.9984126984126984,420.0,0.574969637107838,0.7264454524753399,0.8725548035693688,-0.10752219208256288,0.0020060847414514575
0,shock_5pct_balanced,3,0.734847847765566,0.7298394490340284,0.7282227561766205,0.46515151515151515,0.27954545454545454,0.5617777777777778,0.09227293189680466,0.9976190476190476,420.0,0.5889272893898584,0.7280595977141773,0.8837769676714556,-0.1261466281807527,-1.1735993992726736
0,shock_5pct_balanced,4,0.731150050380943,0.7297416392590215,0.7253223707755898,0.4665151515151515,0.27636363636363637,0.5537777777777778,0.10014802921476448,0.9989417989417989,420.0,0.5816780780142224,0.7293885025837072,0.8755005311634275,0.11007974582124062,-0.3277708744930944
0,shock_5pct_balanced,5,0.742277366329879,0.7389626850255846,0.7375753616645788,0.4440909090909091,0.2681818181818182,0.5777777777777777,0.09464816762979174,0.9978835978835979,420.0,0.5816289751006328,0.7202437700970812,0.8938944951163994,-0.08132800154056724,-0.8152060763970239
0,shock_5pct_balanced,6,0.7384455469281561,0.7413178878565976,0.7396503325086868,0.44803030303030306,0.2653409090909091,0.5738412698412699,0.09457164266698603,0.9986772486772487,420.0,0.5949481497807553,0.723260480566858,0.8764953578862397,0.07492336951072587,0.23646495023546263
0,shock_5pct_balanced,7,0.7234601191502718,0.7245071290661096,0.7242027487804771,0.44469696969696965,0.27636363636363637,0.5692698412698413,0.09914463804821372,0.9978835978835979,420.0,0.5768371273079874,0.7249650403833853,0.8651807897381322,-0.303787783625478,-0.5468352000368876
0,shock_5pct_balanced,8,0.7332621976484287,0.7332430215121957,0.7326382917207018,0.4512121212121212,0.27443181818181817,0.5762539682539684,0.09644310142465636,0.9986772486772487,420.0,0.5824460104952585,0.7297448190484905,0.8722744882586128,0.16450170043077278,-0.3769185167424802
0,shock_5pct_balanced,9,0.7284880844529216,0.72682903713518,0.7261137292096357,0.445,0.2731818181818182,0.5772698412698413,0.09563706120041812,0.9976190476190476,420.0,0.5856253967528069,0.7297711810709936,0.8721092716257752,0.06946724700031649,0.09416193125658871
0,shock_5pct_balanced,10,0.7305691942659966,0.7301362717451553,0.7275055380092221,0.4593939393939394,0.2718181818181818,0.5610158730158731,0.09724093404520694,0.9978835978835979,420.0,0.5777940643203012,0.7246784913420011,0.8833173339394934,0.1510279444961507,-0.4355446312693192
0,shock_5pct_balanced,11,0.7312028438909746,0.728473055699394,0.723814241495938,0.458939393939394,0.27488636363636365,0.5636825396825397,0.09982875105932329,0.9981481481481481,420.0,0.5835334743811025,0.7340155684635686,0.8750840163705185,-0.004358796073598828,-0.4196352269830421
0,shock_5pct_balanced,12,0.7302579736000183,0.7316342126534272,0.7316581712385074,0.476969696969697,0.28875,0.5502222222222223,0.10274461829237894,0.9976190476190476,420.0,0.5903128224146341,0.7254340661771898,0.8681753986128448,-0.2285233366033512,-0.36362607550585957
0,shock_5pct_balanced,13,0.7337211211108537,0.732661325239107,0.7344906111227059,0.4577272727272727,0.26784090909090913,0.564063492063492,0.09007508582652984,0.9973544973544973,420.0,0.5808614434996787,0.7383230362947769,0.8808752423090763,0.3307929205826865,-0.33955933126163856
0,shock_5pct_balanced,14,0.7306289772659905,0.7266107889662069,0.7278778062022826,0.4540909090909091,0.2603409090909091,0.5644444444444444,0.0918894880519961,0.9984126984126984,420.0,0.5823964160256773,0.7243328587693219,0.882712468875901,-0.0691499154248352,-0.2916623377457467
0,shock_5pct_balanced,15,0.7289634519725904,0.7306615029749518,0.7317570207390842,0.4536363636363636,0.2694318181818182,0.5666031746031747,0.09505289985382262,0.9981481481481481,420.0,0.589239153906648,0.7258192095854265,0.8586769594302476,-0.05578749184611183,-0.0013092115296356698
0,shock_5pct_balanced,16,0.7177174674315255,0.716076513680759,0.7118654257107146,0.4598484848484849,0.28,0.5603809523809523,0.097863535027615,0.9981481481481481,420.0,0.5815559943733629,0.7205808012424298,0.8716967996447808,0.16056491497116204,-0.9038504701619858
0,shock_5pct_balanced,17,0.7261538803526589,0.7244854073638822,0.7264375425764928,0.44606060606060605,0.2643181818181818,0.5726984126984127,0.0981025127091581,0.9984126984126984,420.0,0.5854888136521352,0.7269040911092867,0.868237693189427,-0.19318648880882283,-0.7162791359665566
0,shock_5pct_balanced,18,0.7209912616578961,0.7176923371368089,0.7160034098279102,0.4568181818181818,0.25920454545454547,0.5714285714285714,0.0875261852982028,0.9986772486772487,420.0,0.5687281141364379,0.7341246511124832,0.870029073767472,-0.3446182686932445,-0.49500633692719626
0,shock_5pct_balanced,19,0.7256089568909596,0.7282976660465776,0.7272400440327655,0.4377272727272727,0.2617045454545454,0.5801904761904763,0.09151821548401864,0.9976190476190476,420.0,0.5839374732708847,0.729761142143832,0.8725525413173588,-0.14079272755956895,-0.1268352487024713
0,shock_5pct_balanced,20,0.7201913401445036,0.7185688251110081,0.7162948625770769,0.4654545454545455,0.27943181818181817,0.5575873015873016,0.09755332187767907,0.9989417989417989,420.0,0.5762744330765391,0.7256088000191553,0.864491524729533,-0.13350743378909186,-0.1247770800759593
